timestamp,input_source,raw_x,raw_y,raw_z,filtered_x,filtered_y,filtered_z,vx,vy,vz,quality,valid,accepted,rejection_reason,accepted_count,outlier_count,invalid_count,mahalanobis_distance,implied_speed
1780529232.960703,python_udp,-0.230000,-0.140000,0.860000,-0.282300,-0.136385,0.907939,-0.041090,0.048251,0.056657,61.000000,1,1,accepted,125,0,0,0.032601,1.446906
1780529233.060981,python_udp,-0.180000,-0.140000,0.850000,-0.229050,-0.136109,0.884090,0.103400,0.036790,-0.009864,69.000000,1,1,accepted,126,0,0,0.025434,1.242571
1780529233.162062,python_udp,-0.140000,-0.140000,0.870000,-0.176282,-0.136511,0.877023,0.210278,0.026512,-0.023569,72.000000,1,1,accepted,127,0,0,0.011716,0.801515
1780529233.260188,python_udp,-0.090000,-0.180000,0.820000,-0.120079,-0.158731,0.849299,0.298885,-0.036141,-0.080741,56.000000,1,1,accepted,128,0,0,0.015045,0.968266
1780529233.360914,python_udp,-0.020000,-0.230000,0.770000,-0.052355,-0.198814,0.808174,0.394195,-0.128007,-0.155232,47.000000,1,1,accepted,129,0,0,0.023072,1.207346
1780529233.460598,python_udp,0.060000,-0.250000,0.740000,0.026380,-0.232306,0.768219,0.493231,-0.180129,-0.210297,45.000000,1,1,accepted,130,0,0,0.015557,0.978011
1780529233.562872,python_udp,0.130000,-0.270000,0.820000,0.104972,-0.260928,0.780976,0.566959,-0.206853,-0.134148,52.000000,1,1,accepted,131,0,0,0.011949,0.929347
1780529233.661613,python_udp,0.220000,-0.290000,0.800000,0.193111,-0.286134,0.782614,0.646167,-0.218241,-0.100222,57.000000,1,1,accepted,132,0,0,0.007555,0.672701
1780529233.760323,python_udp,0.320000,-0.340000,0.850000,0.291296,-0.325230,0.808512,0.730725,-0.261750,-0.019264,64.000000,1,1,accepted,133,0,0,0.015597,1.043862
1780529233.860085,python_udp,0.420000,-0.340000,0.830000,0.394356,-0.345257,0.817451,0.806266,-0.246263,0.005224,74.000000,1,1,accepted,134,0,0,0.006546,0.614267
