Time,Filt_X,Filt_Y,Filt_Z
1780084691.378,4.4235,1.6728,11.8650
1780084691.380,4.4226,1.6657,11.9067
1780084691.477,4.4217,1.6587,11.9484
1780084691.526,4.4208,1.6517,11.9902
1780084691.578,4.4200,1.6447,12.0319
1780084691.580,4.4191,1.6376,12.0736
1780084691.677,4.4182,1.6306,12.1153
1780084691.682,4.4173,1.6236,12.1570
1780084691.777,4.4164,1.6166,12.1987
1780084691.793,4.4155,1.6095,12.2405
1780084691.877,4.4146,1.6025,12.2822
1780084691.879,4.4137,1.5955,12.3239
1780084691.977,4.4128,1.5885,12.3656
1780084691.985,4.4119,1.5814,12.4073
1780084692.077,4.4111,1.5744,12.4490
1780084692.079,4.4102,1.5674,12.4907
1780084692.177,4.4093,1.5604,12.5325
1780084692.180,4.4084,1.5533,12.5742
1780085333.738,4.4075,1.5463,12.6159
